eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,
201608230018,2016,8,23,,0,,209,Turkey,10,Middle East & North Africa,Bingol,Ortacanak,39.018605,40.574546,1,0,,"08/23/2016: Assailants opened fire on village guards in Ortacanak, Bingol, Turkey. Two village guards were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,17,Terrorists/Non-State Militia,94,Non-State Militia,Turkish Village Guards,Members,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Rocket-propelled grenades (RPGs) and long-barreled firearms were used in the attack.,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Soldier martyred in eastern Turkey bomb attack,"" Anadolu Agency (AA), August 24, 2016.","""State PAS: Southeast Turkey Press Summary 24 August 2016,"" US Consulate Public Affairs Section, August 24, 2016.",,START Primary Collection,0,0,0,0,,
201608230019,2016,8,23,,0,,209,Turkey,10,Middle East & North Africa,Van,Unknown,38.209894,43.563268,4,0,,"08/23/2016: Security forces discovered and safely detonated an explosive device in Van province, Turkey. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""State PAS: Southeast Turkey Press Summary 24 August 2016,"" US Consulate Public Affairs Section, August 24, 2016.",,,START Primary Collection,-9,-9,0,-9,,
201608230020,2016,8,23,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Unknown,37.312903,40.733951,4,0,,"08/23/2016: Security forces discovered and safely detonated an explosive device in Mardin province, Turkey. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""State PAS: Southeast Turkey Press Summary 24 August 2016,"" US Consulate Public Affairs Section, August 24, 2016.",,,START Primary Collection,-9,-9,0,-9,,
201608230024,2016,8,23,,0,,209,Turkey,10,Middle East & North Africa,Gaziantep,Karkamis,36.833508,38.000553,1,0,,"08/23/2016: Assailants fired two mortars that struck Karkamis, Gaziantep, Turkey. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Karkamis Town,Town,209,Turkey,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,0,0,0,0,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"""Three shells fired from Syria hit Turkish border town, Turkey retaliates,"" Jerusalem Post, August 23, 2016.","""Turkey strikes ISIS, Kurds in northern Syria,"" CNN, August 23, 2016.","""Turkey strikes IS in Syria as tensions rise over border town,"" San Francisco Chronicle, August 23, 2016.",START Primary Collection,1,1,0,1,,
201608240042,2016,8,24,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Lice district,38.424951,40.670409,3,0,,"08/24/2016: Assailants equipped with rocket launchers and firearms attacked a military base in Lice district, Diyarbakir, Turkey. At least four soldiers were killed and eight soldiers were injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Turkish Armed Forces (TSK),Base,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Rocket launchers and long-barreled firearms were used in the attack.,4,0,0,8,0,0,-9,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Turkish soldiers killed,"" The Mercury (South Africa), August 25, 2016.","""5 soldiers killed in PKK attacks in SE Turkey,"" Xinhua General News Service, August 24, 2016.","""State PAS: Southeast Turkey Press Summary 25 August 2016,"" US Consulate Public Affairs Section, August 25, 2016.",START Primary Collection,0,0,0,0,,
201608240043,2016,8,24,,0,,209,Turkey,10,Middle East & North Africa,Bingol,Ortacanak,39.018605,40.574546,1,1,The incident occurred in Karliova district.,"08/24/2016: An explosive device detonated targeting security forces near Ortacanak, Bingol, Turkey. One soldier was killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Armed Forces (TSK),Soldiers,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Turkish soldiers killed,"" The Mercury (South Africa), August 25, 2016.","""5 soldiers killed in PKK attacks in SE Turkey,"" Xinhua General News Service, August 24, 2016.","""Soldier martyred in eastern Turkey bomb attack,"" Anadolu Agency (AA), August 24, 2016.",START Primary Collection,0,0,0,0,,
201608240050,2016,8,24,,0,,209,Turkey,10,Middle East & North Africa,Antalya,Beldibi,36.432906,32.465088,1,1,,"08/24/2016: An explosive device detonated targeting a gendarmerie vehicle near Beldibi, Antalya, Turkey. At least three soldiers were injured in the blast. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,39,Paramilitary,Turkish Gendarmerie,Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Freedom Hawks (TAK),,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0,0,0,3,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Turkish Soldiers Hurt in Attack on Military Vehicle Near Tourist Resorts: Agency,"" New York Times, August 24, 2016.","""Turkish resort of Antalya hit by three rockets in attack likely to further damage tourism sector,"" Telegraph, October 14, 2016.","""Turkish gendarmes wounded in Mediterranean bombing,"" Anadolu Agency (AA), August 24, 2016.",START Primary Collection,0,1,0,1,,
201608250027,2016,8,25,,0,,209,Turkey,10,Middle East & North Africa,Artvin,Savsat district,41.252757,42.354672,3,0,,"08/25/2016: Assailants opened fire on Kemal Kilicdaroglus convoy in Savsat district, Artvin, Turkey. Kilicdaroglu, the Republican Peoples Party (CHP) chair, was not harmed; however, one soldier was killed and two soldiers were injured in the attack. The Kurdistan Workers Party (PKK) claimed responsibility for the incident.",1,1,1,0,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Republican Peoples Party (CHP),Convoy of Head: Kemal Kilicdaroglu,209,Turkey,4,Military,29,Military Unit/Patrol/Convoy,Turkish Land Forces,Convoy,209,Turkey,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,5,Unknown Gun Type,,,,,,,,,A rocket-propelled grenade (RPG) and firearms were used in the attack.,1,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,Vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Ankara - Three troops wounded in PKK attack on Turkey opposition chief convoy,"" AFP (North European Service), August 25, 2016.","""PKK militant who attacked CHP leaders motorcade last year killed,"" Hurriyet Daily News Online, September 9, 2017.","""TERROR IN TURKEY Car bomb kills at least 8 police officers, 45 hurt,"" FOXNews.com, August 26, 2016.",START Primary Collection,0,0,0,0,,
201608260023,2016,8,26,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Cizre,37.332346,42.185474,1,0,,"08/26/2016: A suicide bomber detonated an explosives-laden vehicle near a Turkish National Police (EGM) checkpoint in Cizre, Sirnak, Turkey. In addition to the bomber, at least 12 people were killed and 77 others, 74 officers and three civilians, were injured in the blast. The Kurdistan Workers Party (PKK) claimed responsibility and stated that the attack was carried out in retaliation for the detainment of PKK leader Abdullah Ocalan.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,2,Armed Assault,,,3,Police,24,Police Checkpoint,Turkish National Police (EGM),Checkpoint,209,Turkey,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,209,Turkey,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,"The Kurdistan Workers Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the detainment of PKK leader, Abdullah Ocalan.",0,,,0,1,0,1,7,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15,Vehicle,5,Firearms,5,Unknown Gun Type,,,,,,,,,An explosives-laden truck and firearms were used in the attack.,13,0,1,77,0,0,1,4,Unknown,-99,A police station and several vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Car bomb hits police headquarters in southeast Turkey,"" Al Jazeera, August 26, 2016.","""Turkish police dies from wounds suffered in PKK attack,"" World Bulletin, September 5, 2016.","""World - 11 police officers killed by Kurdish suicide-bomber,"" Irish News, August 27, 2016.",START Primary Collection,0,0,0,0,,
201608260024,2016,8,25,,0,,209,Turkey,10,Middle East & North Africa,Van,Van,38.501549,43.380512,1,0,The incident occurred in the Ipekyolu area.,"08/25/2016: Assailants fired mortars targeting a Public Security Office building in Van, Turkey. Two police officers and two civilians were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Government of Van,Building,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A mortar was used in the attack.,0,0,0,4,0,0,1,3,Minor (likely < $1 million),-99,A police building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""4 wounded by PKK attack in eastern Turkey,"" Xinhua General News Service, August 25, 2016.","""State PAS: Southeast Turkey Press Summary 26 August 2016,"" US Consulate Public Affairs Section, August 26, 2016.","""PKK attacks police station in eastern Turkey, injures 4,"" Daily Sabah, August 25, 2016.",START Primary Collection,0,0,0,0,,
201608260043,2016,8,26,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Daglica,37.377975,44.085653,1,0,The incident occurred in Yuksekova district.,"08/26/2016: Assailants opened fire on workers at a construction site in Daglica, Yuksekova district, Hakkari, Turkey. At least two workers were killed and two others were injured in the assault. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,12,Construction,Unknown,Construction Site,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Long-barreled firearms were used in the attack.,2,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""PKK attack on worksite kills two in Turkey’s Hakkari,"" Turkish Daily, August 26, 2016.",,,START Primary Collection,0,0,0,0,,
201608270021,2016,8,27,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Diyarbakir,37.922218,40.184376,1,0,The incident occurred in the Baglar area of the city.,"08/27/2016: Assailants fired four rockets at a Turkish National Police (EGM) checkpoint near the Diyarbakir Airport in Baglar neighborhood, Diyarbakir, Turkey. There were no reported casualties in the blasts. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,24,Police Checkpoint,Turkish National Police (EGM),Checkpoint,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Four rockets were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Rockets fired at Turkey’s Diyarbakir airport, no casualties,"" Chandigarh Tribune, August 28, 2016.","""Kurdish militants fire rocket at civilian airport in Turkey,"" Associated Press, August 28, 2016.","""Turkeys Diyarbakir Airport shelled by rockets in suspected Kurdish attack,"" International Business Times UK, August 28, 2016.",START Primary Collection,0,0,0,0,,
201608270041,2016,8,27,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Semdinli district,37.303722,44.575962,3,0,,"08/27/2016: Assailants attacked a Turkish Armed Forces (TSK) base in Semdinli district, Hakkari, Turkey. At least four soldiers were injured in the incident. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Turkish Armed Forces (TSK),Base,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,4,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"""Terrorist PKK attack wounds 4 troops in Turkey,"" Anadolu Ajansi, August 27, 2016.","""4 soldiers wounded in attack in southeast Turkey,"" Business Insider, August 27, 2016.",,START Primary Collection,0,0,0,0,,
201608270042,2016,8,27,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Unknown,37.924973,40.210983,4,0,The incident occurred on Diyarbakir-Bingol road.,"08/27/2016: An unknown number of explosive devices planted along Diyarbakir-Bingol Road were discovered and defused in Diyarbakir, Turkey. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 700-kilogram explosive device constructed with ammonium nitrate was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Terrorist PKK attack wounds 4 troops in Turkey,"" Anadolu Ajansi, August 27, 2016.",,,START Primary Collection,0,0,0,0,,
201608280021,2016,8,28,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Unknown,37.577427,43.736782,4,0,,"08/28/2016: An explosive device detonated near Turkish Armed Forces (TSK) soldiers in Hakkari province, Turkey. At least one soldier was killed and three others were wounded in the blast. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Armed Forces (TSK),Soldiers,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled roadside bomb was used in the attack.,1,0,0,3,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""1 Turkish soldier killed, 8 wounded in southeastern Turkey,"" Ynet News, August 28, 2016.","""1 Turkish soldier killed, 8 wounded in southeastern Turkey,"" Associated Press, August 28, 2016.","""State PAS: Southeast Turkey Press Summary 29 August 2016,"" US Consulate Public Affairs Section, August 29, 2016.",START Primary Collection,0,0,0,0,,
201608290024,2016,8,28,,0,,209,Turkey,10,Middle East & North Africa,Siirt,Eruh district,37.750517,42.179877,3,0,,"08/28/2016: An explosive device detonated near a Turkish Village Guards bus in Eruh district, Siirt, Turkey. At least five guards were wounded in the blast. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,94,Non-State Militia,Turkish Village Guards,Bus,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0,0,0,5,0,0,1,3,Minor (likely < $1 million),-99,A bus was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""1 Turkish soldier killed, 8 wounded in southeastern Turkey,"" Associated Press, August 28, 2016.","""State PAS: Southeast Turkey Press Summary 29 August 2016,"" US Consulate Public Affairs Section, August 29, 2016.","""PKK blasts truck in Turkey’s southeastern Siirt province,"" Daily Sabah, August 28, 2016.",START Primary Collection,0,0,0,0,,
201608290026,2016,8,29,,0,,209,Turkey,10,Middle East & North Africa,Kilis,Kilis,36.71928,37.11557,1,0,The incident occurred in the Kazim Karabekir neighborhood.,"08/29/2016: Assailants in Syria fired a rocket at a residence in Kazim Karabekir neighborhood, Kilis, Turkey. At least one person was killed and four others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Kilis Village,Village,209,Turkey,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket was used in the attack.,1,0,0,4,0,0,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Rocket projectile fired from Syria hits border province of Kilis,"" Turkish Daily, September 9, 2016.","""Rockets from Syria injure 5 children in SE Turkey,"" Trend News (English), August 30, 2016.","""Rocket projectiles fired from Syria hit Turkey’s Kilis,"" Turkish Daily, August 29, 2016.",START Primary Collection,1,1,0,1,,
201608310037,2016,8,31,2016-08-31 00:00:00,0,,209,Turkey,10,Middle East & North Africa,Bitlis,Unknown,38.400569,42.109502,4,0,,"08/31/2016: Assailants set fire to 11 trucks in Bitlis province, Turkey. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Trucks,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Eleven trucks were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""PKK militants block road, set trucks ablaze in Turkey’s southeast,"" Turkish Daily, August 31, 2016.",,,START Primary Collection,0,0,0,0,,
201608310038,2016,8,31,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Kiziltepe district,37.190894,40.58464,3,0,,"08/31/2016: Assailants opened fire on Ercan Gultekin in Kiziltepe district, Mardin, Turkey. Gultekin, a Mardin Police Department warden, was killed and his friend was injured in the assault. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Mardin Police Department,Officer: Ercan Gultekin,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""1 martyred in PKK attack in SE Turkey,"" Trend News (English), September 1, 2016.",,,START Primary Collection,0,0,0,0,,
201609010019,2016,8,31,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Gecimli,37.393544,43.534265,1,0,,"08/31/2016: An explosive device detonated near a Turkish Armed Forces (TSK) convoy along Hakkari-Cukurca Road in Gecimli, Hakkari, Turkey. At least one person was killed and another was injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29,Military Unit/Patrol/Convoy,Turkish Armed Forces (TSK),Convoy,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1,0,0,1,0,0,1,4,Unknown,-99,Military vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Truck driver killed in PKK attack in eastern Turkey,"" Hurriyet Daily News Online, September 1, 2016.","""State PAS: Southeast Turkey Press Summary 1 September 2016,"" US Consulate Public Affairs Section, September 1, 2016.",,START Primary Collection,0,0,0,0,,
201609010031,2016,9,1,,0,,209,Turkey,10,Middle East & North Africa,Van,Caldiran,39.142,43.914,1,0,,"09/01/2016: Assailants attacked joint security personnel in Caldiran, Van, Turkey. Two security members were killed and seven security members were injured in the assault; the victims included soldiers and village guards. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Armed Forces (TSK),Soldiers,209,Turkey,17,Terrorists/Non-State Militia,94,Non-State Militia,Turkish Village Guards,Members,209,Turkey,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""PKK kills two soldiers, one village guard in Turkey’s east,"" Turkish Daily, September 1, 2016.",,,START Primary Collection,0,0,0,0,,
201609010055,2016,9,1,,0,,209,Turkey,10,Middle East & North Africa,Bitlis,Tatvan,38.490835,42.293147,1,0,The incident occurred in the Yesilmezra neighborhood.,"09/01/2016: An explosive device detonated targeting a military vehicle in Tatvan, Bitlis, Turkey. Two soldiers were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Turkish Armed Forces (TSK),Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Roadside bombs were used in the attack.,0,0,0,2,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""State PAS: Southeast Turkey Press Summary 2 September 2016,"" US Consulate Public Affairs Section, September 2, 2016.",,,START Primary Collection,0,0,0,0,,
201609010065,2016,9,1,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Semdlini district,37.303442,44.57696,3,0,,"09/01/2016: Assailants abducted and killed Menderes Ozer, a Justice and Development Party (AKP) member, in Semdinli district, Hakkari, Turkey. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Justice and Development Party (AKP),Member: Menderes Ozer,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,1,1,0,-99,,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""PKK targets Turkish political party members, candidates,"" Anadolu Ajansi, September 18, 2016.",,,START Primary Collection,0,0,0,0,,
201609020050,2016,9,2,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Silvan district,38.140796,41.004625,3,0,,"09/02/2016: An explosive device detonated targeting a military vehicle in Silvan district, Diyarbakir, Turkey. Two soldiers were wounded in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers Party (PKK).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Turkish Land Forces,Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0,0,0,2,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Turkish army clashes with PKK, dozen casualties,"" Iraqi News, September 3, 2016.","""27 PKK militants killed in operations in Turkey’s Hakkari,"" Turkish Daily, September 2, 2016.","""Bomb Hits Military Vehicle in Turkey s Southeast-Security Sources,"" Enews.Shafaqna.com, September 2, 2016.",START Primary Collection,0,0,0,0,,
